Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Delivery_Time,Request_Weekday,Delivery_Time_Min
3317,City,5,Trip Completed,7/13/2016 12:14,7/13/2016 12:46,0:32:11,Wednesday,32.18
4297,City,5,Trip Completed,7/14/2016 6:43,7/14/2016 7:49,1:06:37,Thursday,66.62
5857,Airport,5,Trip Completed,7/15/2016 9:08,7/15/2016 10:07,0:58:17,Friday,58.28
6690,Airport,5,Trip Completed,7/15/2016 22:41,7/15/2016 23:51,1:09:19,Friday,69.32
1517,Airport,6,Trip Completed,12/7/2016 5:45,12/7/2016 6:28,0:43:00,Wednesday,43.00
1999,Airport,6,Trip Completed,12/7/2016 13:02,12/7/2016 13:51,0:49:00,Wednesday,49.00
2960,Airport,6,Trip Completed,7/13/2016 6:50,7/13/2016 7:40,0:50:02,Wednesday,50.03
3882,City,6,Trip Completed,7/13/2016 21:53,7/13/2016 22:45,0:52:21,Wednesday,52.35
4081,Airport,6,Trip Completed,7/14/2016 2:37,7/14/2016 3:30,0:53:13,Thursday,53.22
4740,City,6,Trip Completed,7/14/2016 14:50,7/14/2016 15:38,0:48:07,Thursday,48.12
5270,City,6,Trip Completed,7/14/2016 21:33,7/14/2016 22:25,0:51:48,Thursday,51.80
6758,Airport,6,Trip Completed,7/15/2016 0:03,7/15/2016 1:07,1:04:00,Friday,64.00
5741,City,6,Trip Completed,7/15/2016 7:52,7/15/2016 8:38,0:46:04,Friday,46.07
6087,Airport,6,Trip Completed,7/15/2016 14:28,7/15/2016 15:33,1:05:03,Friday,65.05
1039,City,7,Trip Completed,11/7/2016 19:31,11/7/2016 20:41,1:10:00,Monday,70.00
1273,Airport,7,Trip Completed,11/7/2016 22:07,11/7/2016 23:12,1:05:00,Monday,65.00
2480,City,7,Trip Completed,12/7/2016 20:39,12/7/2016 21:28,0:49:00,Wednesday,49.00
4105,City,7,Trip Completed,7/14/2016 3:39,7/14/2016 4:39,0:59:26,Thursday,59.43
4509,City,7,Trip Completed,7/14/2016 9:11,7/14/2016 10:17,1:05:48,Thursday,65.80
4986,Airport,7,Trip Completed,7/14/2016 18:52,7/14/2016 19:50,0:58:25,Thursday,58.42
5898,City,7,Trip Completed,7/15/2016 9:50,7/15/2016 10:40,0:50:11,Friday,50.18
6142,Airport,7,Trip Completed,7/15/2016 15:50,7/15/2016 16:36,0:46:41,Friday,46.68
380,Airport,8,Trip Completed,11/7/2016 8:18,11/7/2016 9:18,1:00:00,Monday,60.00
1050,Airport,8,Trip Completed,11/7/2016 19:39,11/7/2016 20:30,0:51:00,Monday,51.00
1769,City,8,Trip Completed,12/7/2016 8:57,12/7/2016 9:24,0:27:00,Wednesday,27.00
2520,City,8,Trip Completed,12/7/2016 21:05,12/7/2016 22:20,1:15:00,Wednesday,75.00
3265,Airport,8,Trip Completed,7/13/2016 10:22,7/13/2016 11:07,0:44:55,Wednesday,44.92
4648,City,8,Trip Completed,7/14/2016 11:55,7/14/2016 12:59,1:04:24,Thursday,64.40
449,Airport,9,Trip Completed,11/7/2016 9:08,11/7/2016 9:52,0:44:00,Monday,44.00
846,Airport,9,Trip Completed,11/7/2016 17:46,11/7/2016 18:52,1:06:00,Monday,66.00
1346,Airport,9,Trip Completed,11/7/2016 23:39,12/7/2016 0:23,0:44:00,Monday,44.00
1474,Airport,9,Trip Completed,12/7/2016 5:13,12/7/2016 5:56,0:43:00,Wednesday,43.00
2240,City,9,Trip Completed,12/7/2016 18:20,12/7/2016 18:54,0:34:00,Wednesday,34.00
3072,Airport,9,Trip Completed,7/13/2016 8:04,7/13/2016 8:36,0:31:40,Wednesday,31.67
3459,Airport,9,Trip Completed,7/13/2016 17:03,7/13/2016 17:31,0:28:19,Wednesday,28.32
3774,Airport,9,Trip Completed,7/13/2016 20:41,7/13/2016 21:27,0:46:05,Wednesday,46.08
4023,City,9,Trip Completed,7/13/2016 23:58,7/14/2016 0:58,0:59:58,Wednesday,59.97
4117,City,9,Trip Completed,7/14/2016 4:21,7/14/2016 5:07,0:45:25,Thursday,45.42
4880,Airport,9,Trip Completed,7/14/2016 17:58,7/14/2016 19:02,1:03:56,Thursday,63.93
5568,Airport,9,Trip Completed,7/15/2016 5:47,7/15/2016 6:25,0:38:00,Friday,38.00
5994,Airport,9,Trip Completed,7/15/2016 11:51,7/15/2016 12:32,0:40:56,Friday,40.93
1809,Airport,10,Trip Completed,12/7/2016 9:13,12/7/2016 10:01,0:48:00,Wednesday,48.00
2064,Airport,10,Trip Completed,12/7/2016 15:08,12/7/2016 16:14,1:06:00,Wednesday,66.00
3210,City,10,Trip Completed,7/13/2016 9:47,7/13/2016 10:52,1:05:31,Wednesday,65.52
4350,City,10,Trip Completed,7/14/2016 7:24,7/14/2016 8:22,0:57:26,Thursday,57.43
4713,City,10,Trip Completed,7/14/2016 13:31,7/14/2016 14:10,0:39:32,Thursday,39.53
5629,Airport,10,Trip Completed,7/15/2016 6:33,7/15/2016 7:19,0:46:53,Friday,46.88
6157,Airport,10,Trip Completed,7/15/2016 16:32,7/15/2016 17:44,1:11:53,Friday,71.88
2030,City,11,Trip Completed,12/7/2016 14:11,12/7/2016 15:02,0:51:00,Wednesday,51.00
3226,City,11,Trip Completed,7/13/2016 10:00,7/13/2016 11:02,1:02:35,Wednesday,62.58
3353,City,11,Trip Completed,7/13/2016 13:29,7/13/2016 14:09,0:39:16,Wednesday,39.27
4293,City,11,Trip Completed,7/14/2016 6:42,7/14/2016 7:12,0:30:05,Thursday,30.08
4936,City,11,Trip Completed,7/14/2016 18:22,7/14/2016 19:14,0:52:19,Thursday,52.32
5661,Airport,11,Trip Completed,7/15/2016 7:08,7/15/2016 7:59,0:50:10,Friday,50.17
5778,City,11,Trip Completed,7/15/2016 8:22,7/15/2016 9:13,0:51:01,Friday,51.02
6425,Airport,11,Trip Completed,7/15/2016 19:46,7/15/2016 20:26,0:40:11,Friday,40.18
45,Airport,12,Trip Completed,11/7/2016 3:17,11/7/2016 4:09,0:52:00,Monday,52.00
264,City,12,Trip Completed,11/7/2016 6:51,11/7/2016 7:40,0:49:00,Monday,49.00
1183,City,12,Trip Completed,11/7/2016 21:05,11/7/2016 21:38,0:33:00,Monday,33.00
1536,Airport,12,Trip Completed,12/7/2016 5:59,12/7/2016 6:59,1:00:00,Wednesday,60.00
2437,City,12,Trip Completed,12/7/2016 20:18,12/7/2016 21:26,1:08:00,Wednesday,68.00
2641,Airport,12,Trip Completed,12/7/2016 22:28,12/7/2016 23:05,0:37:00,Wednesday,37.00
4077,Airport,12,Trip Completed,7/14/2016 2:14,7/14/2016 3:13,0:58:54,Thursday,58.90
4610,City,12,Trip Completed,7/14/2016 10:35,7/14/2016 11:39,1:03:47,Thursday,63.78
5066,Airport,12,Trip Completed,7/14/2016 19:31,7/14/2016 20:14,0:42:43,Thursday,42.72
5666,Airport,12,Trip Completed,7/15/2016 7:04,7/15/2016 8:12,1:07:42,Friday,67.70
5923,City,12,Trip Completed,7/15/2016 10:07,7/15/2016 10:50,0:43:01,Friday,43.02
6367,City,12,Trip Completed,7/15/2016 19:04,7/15/2016 19:46,0:41:18,Friday,41.30
155,City,13,Trip Completed,11/7/2016 5:32,11/7/2016 6:28,0:56:00,Monday,56.00
310,Airport,13,Trip Completed,11/7/2016 7:24,11/7/2016 8:28,1:04:00,Monday,64.00
607,City,13,Trip Completed,11/7/2016 11:51,11/7/2016 12:42,0:51:00,Monday,51.00
1012,City,13,Trip Completed,11/7/2016 19:15,11/7/2016 19:57,0:42:00,Monday,42.00
1696,Airport,13,Trip Completed,12/7/2016 8:01,12/7/2016 8:42,0:41:00,Wednesday,41.00
3076,City,13,Trip Completed,7/13/2016 8:09,7/13/2016 9:12,1:03:15,Wednesday,63.25
4198,Airport,13,Trip Completed,7/14/2016 5:32,7/14/2016 6:45,1:13:18,Thursday,73.30
4627,City,13,Trip Completed,7/14/2016 11:13,7/14/2016 12:00,0:46:53,Thursday,46.88
5289,City,13,Trip Completed,7/14/2016 21:43,7/14/2016 22:24,0:40:49,Thursday,40.82
5495,Airport,13,Trip Completed,7/15/2016 5:00,7/15/2016 6:02,1:02:14,Friday,62.23
6656,Airport,13,Trip Completed,7/15/2016 22:08,7/15/2016 22:41,0:32:36,Friday,32.60
139,Airport,14,Trip Completed,11/7/2016 5:21,11/7/2016 6:09,0:48:00,Monday,48.00
215,City,14,Trip Completed,11/7/2016 6:15,11/7/2016 7:07,0:52:00,Monday,52.00
1816,City,14,Trip Completed,12/7/2016 9:24,12/7/2016 10:07,0:43:00,Wednesday,43.00
2505,Airport,14,Trip Completed,12/7/2016 21:03,12/7/2016 22:14,1:11:00,Wednesday,71.00
3346,City,14,Trip Completed,7/13/2016 13:01,7/13/2016 13:55,0:54:17,Wednesday,54.28
5294,City,14,Trip Completed,7/14/2016 21:45,7/14/2016 22:16,0:30:50,Thursday,30.83
6226,Airport,14,Trip Completed,7/15/2016 17:34,7/15/2016 18:33,0:58:48,Friday,58.80
6733,Airport,14,Trip Completed,7/15/2016 23:32,7/16/2016 0:37,1:05:02,Friday,65.03
1027,Airport,15,Trip Completed,11/7/2016 19:18,11/7/2016 20:24,1:06:00,Monday,66.00
2675,Airport,15,Trip Completed,12/7/2016 23:43,7/13/2016 0:35,0:52:12,Wednesday,52.20
3200,City,15,Trip Completed,7/13/2016 9:39,7/13/2016 10:30,0:51:14,Wednesday,51.23
3865,City,15,Trip Completed,7/13/2016 21:52,7/13/2016 22:21,0:29:10,Wednesday,29.17
4468,City,15,Trip Completed,7/14/2016 8:42,7/14/2016 9:22,0:39:15,Thursday,39.25
5163,Airport,15,Trip Completed,7/14/2016 20:34,7/14/2016 21:05,0:30:48,Thursday,30.80
6009,City,15,Trip Completed,7/15/2016 12:22,7/15/2016 13:25,1:02:52,Friday,62.87
6448,Airport,15,Trip Completed,7/15/2016 20:02,7/15/2016 20:40,0:37:51,Friday,37.85
591,City,16,Trip Completed,11/7/2016 11:25,11/7/2016 12:31,1:06:00,Monday,66.00
709,City,16,Trip Completed,11/7/2016 14:16,11/7/2016 15:03,0:47:00,Monday,47.00
1167,Airport,16,Trip Completed,11/7/2016 20:50,11/7/2016 21:52,1:02:00,Monday,62.00
2661,Airport,16,Trip Completed,12/7/2016 23:23,7/13/2016 0:27,1:04:21,Wednesday,64.35
2808,City,16,Trip Completed,7/13/2016 5:05,7/13/2016 5:56,0:50:55,Wednesday,50.92
3258,Airport,16,Trip Completed,7/13/2016 10:12,7/13/2016 10:45,0:32:37,Wednesday,32.62
3413,Airport,16,Trip Completed,7/13/2016 15:32,7/13/2016 16:45,1:13:43,Wednesday,73.72
3939,Airport,16,Trip Completed,7/13/2016 22:26,7/13/2016 22:55,0:29:28,Wednesday,29.47
4125,City,16,Trip Completed,7/14/2016 4:37,7/14/2016 5:46,1:09:18,Thursday,69.30
4457,City,16,Trip Completed,7/14/2016 8:36,7/14/2016 9:19,0:42:56,Thursday,42.93
4728,City,16,Trip Completed,7/14/2016 14:04,7/14/2016 15:06,1:02:27,Thursday,62.45
5347,Airport,16,Trip Completed,7/14/2016 22:51,7/14/2016 23:53,1:01:55,Thursday,61.92
6147,City,16,Trip Completed,7/15/2016 16:11,7/15/2016 17:30,1:19:06,Friday,79.10
6496,Airport,16,Trip Completed,7/15/2016 20:33,7/15/2016 21:32,0:59:49,Friday,59.82
634,City,17,Trip Completed,11/7/2016 12:25,11/7/2016 13:06,0:41:00,Monday,41.00
939,Airport,17,Trip Completed,11/7/2016 18:25,11/7/2016 19:26,1:01:00,Monday,61.00
2628,Airport,17,Trip Completed,12/7/2016 22:10,12/7/2016 23:25,1:15:00,Wednesday,75.00
3021,City,17,Trip Completed,7/13/2016 7:33,7/13/2016 8:26,0:52:47,Wednesday,52.78
4743,City,17,Trip Completed,7/14/2016 14:54,7/14/2016 15:39,0:44:47,Thursday,44.78
4981,City,17,Trip Completed,7/14/2016 18:47,7/14/2016 19:43,0:56:02,Thursday,56.03
5367,Airport,17,Trip Completed,7/14/2016 23:35,7/15/2016 0:25,0:49:52,Thursday,49.87
5471,Airport,17,Trip Completed,7/15/2016 4:48,7/15/2016 5:47,0:58:16,Friday,58.27
5988,Airport,17,Trip Completed,7/15/2016 11:48,7/15/2016 12:55,1:06:30,Friday,66.50
6477,Airport,17,Trip Completed,7/15/2016 20:21,7/15/2016 21:00,0:39:05,Friday,39.08
499,City,18,Trip Completed,11/7/2016 9:39,11/7/2016 10:16,0:37:00,Monday,37.00
1147,Airport,18,Trip Completed,11/7/2016 20:42,11/7/2016 21:18,0:36:00,Monday,36.00
1410,Airport,18,Trip Completed,12/7/2016 3:14,12/7/2016 4:27,1:13:00,Wednesday,73.00
1804,Airport,18,Trip Completed,12/7/2016 9:12,12/7/2016 9:57,0:45:00,Wednesday,45.00
1949,Airport,18,Trip Completed,12/7/2016 11:32,12/7/2016 12:13,0:41:00,Wednesday,41.00
2713,City,18,Trip Completed,7/13/2016 1:46,7/13/2016 2:37,0:50:26,Wednesday,50.43
2845,City,18,Trip Completed,7/13/2016 5:28,7/13/2016 6:10,0:42:11,Wednesday,42.18
3943,Airport,18,Trip Completed,7/13/2016 22:35,7/13/2016 23:33,0:57:42,Wednesday,57.70
4792,City,18,Trip Completed,7/14/2016 16:47,7/14/2016 17:34,0:47:24,Thursday,47.40
5207,Airport,18,Trip Completed,7/14/2016 20:57,7/14/2016 21:56,0:58:40,Thursday,58.67
5890,City,18,Trip Completed,7/15/2016 9:43,7/15/2016 10:55,1:11:25,Friday,71.42
494,City,19,Trip Completed,11/7/2016 9:36,11/7/2016 10:02,0:26:00,Monday,26.00
1485,City,19,Trip Completed,12/7/2016 5:21,12/7/2016 6:35,1:14:00,Wednesday,74.00
2042,City,19,Trip Completed,12/7/2016 14:30,12/7/2016 15:09,0:39:00,Wednesday,39.00
2561,Airport,19,Trip Completed,12/7/2016 21:29,12/7/2016 22:44,1:15:00,Wednesday,75.00
3813,Airport,19,Trip Completed,7/13/2016 21:06,7/13/2016 21:46,0:39:27,Wednesday,39.45
4260,Airport,19,Trip Completed,7/14/2016 6:11,7/14/2016 6:59,0:47:55,Thursday,47.92
4395,City,19,Trip Completed,7/14/2016 8:00,7/14/2016 8:54,0:54:24,Thursday,54.40
5919,City,19,Trip Completed,7/15/2016 10:03,7/15/2016 10:59,0:55:45,Friday,55.75
6002,Airport,19,Trip Completed,7/15/2016 12:04,7/15/2016 12:53,0:49:21,Friday,49.35
468,City,20,Trip Completed,11/7/2016 9:20,11/7/2016 10:05,0:45:00,Monday,45.00
693,Airport,20,Trip Completed,11/7/2016 13:51,11/7/2016 15:01,1:10:00,Monday,70.00
1178,City,20,Trip Completed,11/7/2016 21:05,11/7/2016 22:06,1:01:00,Monday,61.00
2103,City,20,Trip Completed,12/7/2016 16:08,12/7/2016 17:18,1:10:00,Wednesday,70.00
2292,Airport,20,Trip Completed,12/7/2016 18:46,12/7/2016 19:23,0:37:00,Wednesday,37.00
3339,City,20,Trip Completed,7/13/2016 12:40,7/13/2016 13:30,0:49:28,Wednesday,49.47
3694,City,20,Trip Completed,7/13/2016 19:33,7/13/2016 20:35,1:01:49,Wednesday,61.82
4469,City,20,Trip Completed,7/14/2016 8:45,7/14/2016 9:48,1:02:55,Thursday,62.92
6432,City,20,Trip Completed,7/15/2016 19:50,7/15/2016 20:30,0:39:08,Friday,39.13
1895,City,21,Trip Completed,12/7/2016 10:20,12/7/2016 10:52,0:32:00,Wednesday,32.00
1981,Airport,21,Trip Completed,12/7/2016 12:23,12/7/2016 12:56,0:33:00,Wednesday,33.00
3744,Airport,21,Trip Completed,7/13/2016 20:28,7/13/2016 21:22,0:54:31,Wednesday,54.52
4433,Airport,21,Trip Completed,7/14/2016 8:26,7/14/2016 9:12,0:45:30,Thursday,45.50
6039,Airport,21,Trip Completed,7/15/2016 13:11,7/15/2016 13:38,0:26:57,Friday,26.95
6543,City,21,Trip Completed,7/15/2016 20:54,7/15/2016 22:12,1:18:16,Friday,78.27
110,City,22,Trip Completed,11/7/2016 5:05,11/7/2016 6:06,1:01:00,Monday,61.00
362,City,22,Trip Completed,11/7/2016 8:01,11/7/2016 9:18,1:17:00,Monday,77.00
666,Airport,22,Trip Completed,11/7/2016 13:02,11/7/2016 13:45,0:43:00,Monday,43.00
926,City,22,Trip Completed,11/7/2016 18:28,11/7/2016 19:34,1:06:00,Monday,66.00
1180,Airport,22,Trip Completed,11/7/2016 21:01,11/7/2016 22:14,1:13:00,Monday,73.00
1900,City,22,Trip Completed,12/7/2016 10:32,12/7/2016 11:42,1:10:00,Wednesday,70.00
2506,City,22,Trip Completed,12/7/2016 21:01,12/7/2016 21:38,0:37:00,Wednesday,37.00
3064,City,22,Trip Completed,7/13/2016 8:02,7/13/2016 8:58,0:56:43,Wednesday,56.72
3327,Airport,22,Trip Completed,7/13/2016 12:24,7/13/2016 13:23,0:58:58,Wednesday,58.97
3601,City,22,Trip Completed,7/13/2016 18:39,7/13/2016 19:29,0:50:07,Wednesday,50.12
4768,Airport,22,Trip Completed,7/14/2016 15:39,7/14/2016 16:49,1:09:39,Thursday,69.65
5142,City,22,Trip Completed,7/14/2016 20:17,7/14/2016 20:48,0:31:07,Thursday,31.12
5366,Airport,22,Trip Completed,7/14/2016 23:27,7/15/2016 0:19,0:52:28,Thursday,52.47
5575,City,22,Trip Completed,7/15/2016 5:53,7/15/2016 6:50,0:56:07,Friday,56.12
5902,City,22,Trip Completed,7/15/2016 9:52,7/15/2016 10:37,0:44:08,Friday,44.13
6694,Airport,22,Trip Completed,7/15/2016 22:45,7/15/2016 23:17,0:32:09,Friday,32.15
523,Airport,23,Trip Completed,11/7/2016 9:48,11/7/2016 10:37,0:49:00,Monday,49.00
747,City,23,Trip Completed,11/7/2016 15:53,11/7/2016 16:43,0:50:00,Monday,50.00
1371,Airport,23,Trip Completed,12/7/2016 0:22,12/7/2016 1:33,1:11:00,Wednesday,71.00
1553,City,23,Trip Completed,12/7/2016 6:09,12/7/2016 7:09,1:00:00,Wednesday,60.00
1692,Airport,23,Trip Completed,12/7/2016 7:52,12/7/2016 9:01,1:09:00,Wednesday,69.00
2114,City,23,Trip Completed,12/7/2016 16:36,12/7/2016 17:21,0:45:00,Wednesday,45.00
2742,City,23,Trip Completed,7/13/2016 3:07,7/13/2016 3:51,0:43:58,Wednesday,43.97
4273,City,23,Trip Completed,7/14/2016 6:17,7/14/2016 7:02,0:45:27,Thursday,45.45
4668,City,23,Trip Completed,7/14/2016 12:25,7/14/2016 13:34,1:09:56,Thursday,69.93
5425,City,23,Trip Completed,7/15/2016 2:23,7/15/2016 3:08,0:44:39,Friday,44.65
5488,City,23,Trip Completed,7/15/2016 4:53,7/15/2016 6:00,1:06:34,Friday,66.57
5781,City,23,Trip Completed,7/15/2016 8:35,7/15/2016 9:42,1:06:40,Friday,66.67
5966,Airport,23,Trip Completed,7/15/2016 10:54,7/15/2016 11:58,1:04:17,Friday,64.28
6122,City,23,Trip Completed,7/15/2016 15:26,7/15/2016 16:29,1:03:34,Friday,63.57
357,Airport,24,Trip Completed,11/7/2016 8:00,11/7/2016 9:08,1:08:00,Monday,68.00
1068,City,24,Trip Completed,11/7/2016 19:52,11/7/2016 20:48,0:56:00,Monday,56.00
2689,Airport,24,Trip Completed,7/13/2016 0:34,7/13/2016 1:49,1:15:05,Wednesday,75.08
2791,City,24,Trip Completed,7/13/2016 4:56,7/13/2016 5:33,0:37:00,Wednesday,37.00
3321,City,24,Trip Completed,7/13/2016 12:23,7/13/2016 13:25,1:02:12,Wednesday,62.20
3423,Airport,24,Trip Completed,7/13/2016 15:52,7/13/2016 16:50,0:58:39,Wednesday,58.65
3761,Airport,24,Trip Completed,7/13/2016 20:35,7/13/2016 21:39,1:03:38,Wednesday,63.63
4140,City,24,Trip Completed,7/14/2016 4:48,7/14/2016 6:05,1:16:52,Thursday,76.87
4656,City,24,Trip Completed,7/14/2016 12:06,7/14/2016 12:49,0:42:47,Thursday,42.78
4931,Airport,24,Trip Completed,7/14/2016 18:21,7/14/2016 18:54,0:32:11,Thursday,32.18
5268,City,24,Trip Completed,7/14/2016 21:29,7/14/2016 22:30,1:00:36,Thursday,60.60
5811,City,24,Trip Completed,7/15/2016 8:46,7/15/2016 9:26,0:40:03,Friday,40.05
6139,Airport,24,Trip Completed,7/15/2016 15:45,7/15/2016 16:40,0:55:25,Friday,55.42
6333,Airport,24,Trip Completed,7/15/2016 18:41,7/15/2016 19:53,1:12:07,Friday,72.12
773,City,25,Trip Completed,11/7/2016 16:23,11/7/2016 17:21,0:58:00,Monday,58.00
1123,City,25,Trip Completed,11/7/2016 20:20,11/7/2016 21:18,0:58:00,Monday,58.00
2667,Airport,25,Trip Completed,12/7/2016 23:35,7/13/2016 0:40,1:05:52,Wednesday,65.87
2833,City,25,Trip Completed,7/13/2016 5:27,7/13/2016 6:19,0:51:52,Wednesday,51.87
3396,City,25,Trip Completed,7/13/2016 14:59,7/13/2016 15:57,0:58:16,Wednesday,58.27
3590,City,25,Trip Completed,7/13/2016 18:31,7/13/2016 19:31,1:00:27,Wednesday,60.45
3762,City,25,Trip Completed,7/13/2016 20:38,7/13/2016 21:21,0:43:14,Wednesday,43.23
4566,City,25,Trip Completed,7/14/2016 9:48,7/14/2016 10:22,0:33:56,Thursday,33.93
4862,City,25,Trip Completed,7/14/2016 17:37,7/14/2016 18:41,1:03:56,Thursday,63.93
5564,Airport,25,Trip Completed,7/15/2016 5:41,7/15/2016 6:53,1:12:11,Friday,72.18
6187,City,25,Trip Completed,7/15/2016 17:11,7/15/2016 18:08,0:57:03,Friday,57.05
6642,City,25,Trip Completed,7/15/2016 22:07,7/15/2016 22:54,0:46:48,Friday,46.80
322,City,26,Trip Completed,11/7/2016 7:31,11/7/2016 8:10,0:39:00,Monday,39.00
793,City,26,Trip Completed,11/7/2016 17:04,11/7/2016 18:06,1:02:00,Monday,62.00
898,Airport,26,Trip Completed,11/7/2016 18:14,11/7/2016 19:09,0:55:00,Monday,55.00
1258,City,26,Trip Completed,11/7/2016 21:51,11/7/2016 23:00,1:09:00,Monday,69.00
2832,City,26,Trip Completed,7/13/2016 5:20,7/13/2016 6:14,0:53:51,Wednesday,53.85
3139,City,26,Trip Completed,7/13/2016 8:54,7/13/2016 9:22,0:28:38,Wednesday,28.63
3438,City,26,Trip Completed,7/13/2016 16:12,7/13/2016 17:13,1:00:51,Wednesday,60.85
3966,Airport,26,Trip Completed,7/13/2016 22:50,7/13/2016 23:27,0:37:01,Wednesday,37.02
6401,Airport,26,Trip Completed,7/15/2016 19:33,7/15/2016 20:16,0:43:57,Friday,43.95
204,City,27,Trip Completed,11/7/2016 6:04,11/7/2016 6:44,0:40:00,Monday,40.00
632,Airport,27,Trip Completed,11/7/2016 12:20,11/7/2016 13:10,0:50:00,Monday,50.00
763,City,27,Trip Completed,11/7/2016 16:19,11/7/2016 17:25,1:06:00,Monday,66.00
